CTRY,YEAR,CIRI,COW,POLITY,UNCTRY,UNREG,UNSUBREG,PHYSINT,DISAP,KILL,POLPRIS,TORT,OLD_EMPINX,NEW_EMPINX,ASSN,FORMOV,DOMMOV,OLD_MOVE,SPEECH,ELECSD,OLD_RELFRE,NEW_RELFRE,WORKER,WECON,WOPOL,WOSOC,INJUD
Rwanda,1982,533,517,517,646,2,14,7,2,2,2,1,4,5,0,1,0,0,0,0,1,2,2,1,2,1,2
Rwanda,1983,533,517,517,646,2,14,7,2,2,2,1,4,4,0,0,0,0,0,0,1,2,2,1,2,1,2
Rwanda,1984,533,517,517,646,2,14,8,2,2,2,2,4,4,0,0,0,0,1,0,1,2,1,1,2,1,1
Rwanda,1985,533,517,517,646,2,14,6,2,2,1,1,4,4,0,0,0,0,1,0,1,2,1,1,2,1,0
Rwanda,1986,533,517,517,646,2,14,5,2,2,0,1,2,1,0,0,0,0,0,0,1,1,0,1,2,1,0
Rwanda,1987,533,517,517,646,2,14,6,2,2,0,2,4,5,0,1,0,0,1,0,1,2,1,1,2,1,1
Rwanda,1988,533,517,517,646,2,14,7,2,2,1,2,2,3,0,1,0,0,1,0,0,0,1,1,2,0,1
Rwanda,1989,533,517,517,646,2,14,6,2,2,1,1,0,2,1,1,0,0,0,0,0,0,0,1,2,1,1
Rwanda,1990,533,517,517,646,2,14,3,2,1,0,0,1,4,1,2,0,0,0,0,0,0,1,1,2,1,1
Rwanda,1991,533,517,517,646,2,14,1,1,0,0,0,3,6,1,1,0,0,1,0,0,1,2,1,2,1,1
Rwanda,1992,533,517,517,646,2,14,2,1,0,0,1,5,6,1,1,0,0,1,0,1,1,2,1,2,1,1
Rwanda,1993,533,517,517,646,2,14,1,1,0,0,0,5,9,2,2,0,0,1,1,1,2,1,1,2,1,0
Rwanda,1994,533,517,517,646,2,14,0,0,0,0,0,5,7,0,1,1,0,1,0,1,2,2,1,1,1,0
Rwanda,1995,533,517,517,646,2,14,0,0,0,0,0,7,7,1,1,0,1,1,0,1,2,2,1,1,1,0
Rwanda,1996,533,517,517,646,2,14,1,1,0,0,0,6,8,1,1,2,1,0,1,1,2,1,1,1,1,0
Rwanda,1997,533,517,517,646,2,14,0,0,0,0,0,6,9,1,2,2,1,1,0,1,2,1,1,1,0,0
Rwanda,1998,533,517,517,646,2,14,2,0,0,2,0,5,8,1,2,2,1,0,0,1,2,1,1,2,1,0
Rwanda,1999,533,517,517,646,2,14,3,1,0,2,0,3,4,1,1,0,0,0,0,1,1,1,1,2,1,1
Rwanda,2000,533,517,517,646,2,14,2,1,0,1,0,5,5,1,1,0,0,1,0,1,0,2,1,2,1,1
Rwanda,2001,533,517,517,646,2,14,3,1,1,1,0,3,3,1,1,0,0,0,0,1,0,1,1,2,1,1
Rwanda,2002,533,517,517,646,2,14,3,1,1,1,0,2,4,1,1,1,0,0,0,1,1,0,1,2,1,1
Rwanda,2003,533,517,517,646,2,14,2,1,1,0,0,3,4,0,2,1,1,0,1,0,0,0,2,3,2,1
Rwanda,2004,533,517,517,646,2,14,2,1,1,0,0,1,3,1,1,0,0,0,1,0,0,0,2,3,2,1
Rwanda,2005,533,517,517,646,2,14,4,2,1,1,0,1,5,1,2,1,0,0,1,0,0,0,2,3,NA,1
Rwanda,2006,533,517,517,646,2,14,4,2,1,1,0,6,7,1,2,2,1,1,1,1,0,0,1,3,NA,0
Rwanda,2007,533,517,517,646,2,14,5,2,1,1,1,NA,6,1,2,2,NA,0,1,NA,0,0,2,3,2,1
Rwanda,2008,533,517,517,646,2,14,4,2,1,0,1,NA,4,1,1,2,NA,0,0,NA,0,0,1,3,NA,1
Rwanda,2009,533,517,517,646,2,14,3,2,0,0,1,NA,5,1,2,2,NA,0,0,NA,0,0,1,3,NA,1
Rwanda,2010,533,517,517,646,2,14,2,0,1,0,1,NA,5,1,2,2,NA,0,0,NA,0,0,1,3,NA,1
Rwanda,2011,533,517,517,646,2,14,2,0,1,0,1,NA,5,1,2,1,NA,0,0,NA,1,0,2,3,NA,1
Saudi Arabia,1981,554,670,670,682,142,145,NA,2,2,-999,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Saudi Arabia,1982,554,670,670,682,142,145,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1983,554,670,670,682,142,145,4,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1984,554,670,670,682,142,145,4,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1985,554,670,670,682,142,145,4,2,2,0,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0,1
Saudi Arabia,1986,554,670,670,682,142,145,4,2,2,0,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0,1
Saudi Arabia,1987,554,670,670,682,142,145,4,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1988,554,670,670,682,142,145,5,2,2,1,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0,1
Saudi Arabia,1989,554,670,670,682,142,145,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1990,554,670,670,682,142,145,4,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Saudi Arabia,1991,554,670,670,682,142,145,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1992,554,670,670,682,142,145,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1993,554,670,670,682,142,145,4,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Saudi Arabia,1994,554,670,670,682,142,145,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1995,554,670,670,682,142,145,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1996,554,670,670,682,142,145,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1997,554,670,670,682,142,145,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1998,554,670,670,682,142,145,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,1999,554,670,670,682,142,145,5,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Saudi Arabia,2000,554,670,670,682,142,145,5,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
Saudi Arabia,2001,554,670,670,682,142,145,5,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Saudi Arabia,2002,554,670,670,682,142,145,5,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Saudi Arabia,2003,554,670,670,682,142,145,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,2004,554,670,670,682,142,145,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saudi Arabia,2005,554,670,670,682,142,145,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Saudi Arabia,2006,554,670,670,682,142,145,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
Saudi Arabia,2007,554,670,670,682,142,145,3,2,1,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0
Saudi Arabia,2008,554,670,670,682,142,145,3,2,1,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,1,0,NA,0
Saudi Arabia,2009,554,670,670,682,142,145,2,1,1,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,1,NA,0
Saudi Arabia,2010,554,670,670,682,142,145,3,2,1,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,1,NA,0
Saudi Arabia,2011,554,670,670,682,142,145,1,0,1,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,1,NA,0
Sierra Leone,1981,569,451,451,694,2,11,8,2,2,2,2,7,9,1,2,1,1,1,1,1,2,1,1,1,1,2
Sierra Leone,1982,569,451,451,694,2,11,6,2,1,1,2,7,9,1,2,1,1,1,1,1,2,1,1,1,1,2
Sierra Leone,1983,569,451,451,694,2,11,6,2,1,1,2,7,8,1,1,1,1,1,1,1,2,1,1,1,1,2
Sierra Leone,1984,569,451,451,694,2,11,6,2,2,1,1,7,10,1,2,2,1,1,1,1,2,1,1,1,1,1
Sierra Leone,1985,569,451,451,694,2,11,7,2,2,2,1,8,10,1,1,2,1,1,1,1,2,2,1,1,1,1
Sierra Leone,1986,569,451,451,694,2,11,7,2,2,2,1,8,11,1,2,2,1,2,1,1,2,1,1,1,2,1
Sierra Leone,1987,569,451,451,694,2,11,6,2,2,1,1,8,11,1,2,2,1,1,1,1,2,2,1,1,1,1
Sierra Leone,1988,569,451,451,694,2,11,6,2,2,2,0,8,8,0,1,1,1,1,1,1,2,2,1,1,1,1
Sierra Leone,1989,569,451,451,694,2,11,6,2,2,2,0,7,8,0,1,2,1,1,0,1,2,2,1,1,1,1
Sierra Leone,1990,569,451,451,694,2,11,5,2,1,1,1,8,10,0,2,2,1,1,1,1,2,2,1,1,1,1
Sierra Leone,1991,569,451,451,694,2,11,3,1,1,0,1,8,10,0,2,2,1,1,1,1,2,2,1,1,1,1
Sierra Leone,1992,569,451,451,694,2,11,0,0,0,0,0,5,7,0,1,1,0,1,0,1,2,2,1,1,1,1
Sierra Leone,1993,569,451,451,694,2,11,1,1,0,0,0,7,7,0,1,1,1,1,0,1,2,2,1,1,1,1
Sierra Leone,1994,569,451,451,694,2,11,0,0,0,0,0,5,6,0,1,0,0,1,0,1,2,2,1,0,1,1
Sierra Leone,1995,569,451,451,694,2,11,0,0,0,0,0,5,8,1,1,1,0,1,0,1,2,2,0,0,1,1
Sierra Leone,1996,569,451,451,694,2,11,3,2,0,1,0,8,10,2,1,1,1,1,1,1,2,2,1,0,1,1
Sierra Leone,1997,569,451,451,694,2,11,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Sierra Leone,1998,569,451,451,694,2,11,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Sierra Leone,1999,569,451,451,694,2,11,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Sierra Leone,2000,569,451,451,694,2,11,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Sierra Leone,2001,569,451,451,694,2,11,4,2,0,2,0,9,10,1,1,1,1,2,1,1,2,2,1,2,1,1
Sierra Leone,2002,569,451,451,694,2,11,8,2,2,2,2,8,11,2,2,1,1,1,1,1,2,2,1,2,1,1
Sierra Leone,2003,569,451,451,694,2,11,5,2,1,2,0,5,10,2,2,1,0,1,1,1,2,1,1,2,0,1
Sierra Leone,2004,569,451,451,694,2,11,6,2,1,2,1,5,9,2,1,1,0,1,1,1,2,1,1,2,1,1
Sierra Leone,2005,569,451,451,694,2,11,5,2,1,1,1,5,10,2,2,1,0,1,1,1,2,1,1,2,NA,1
Sierra Leone,2006,569,451,451,694,2,11,5,2,1,1,1,6,8,2,1,1,1,1,1,1,2,0,1,2,NA,1
Sierra Leone,2007,569,451,451,694,2,11,6,2,2,1,1,NA,7,1,0,1,NA,1,1,NA,2,1,1,2,0,1
Sierra Leone,2008,569,451,451,694,2,11,6,2,2,1,1,NA,6,1,0,1,NA,1,0,NA,2,1,0,2,NA,1
Sierra Leone,2009,569,451,451,694,2,11,NA,2,1,NA,1,NA,6,1,0,1,NA,0,1,NA,2,1,0,2,NA,1
Sierra Leone,2010,569,451,451,694,2,11,5,2,2,1,0,NA,8,2,0,1,NA,1,1,NA,2,1,0,2,NA,1
Sierra Leone,2011,569,451,451,694,2,11,6,2,2,2,0,NA,7,1,0,1,NA,1,1,NA,2,1,0,2,NA,1
Singapore,1981,572,830,830,702,142,35,6,2,2,1,1,4,7,0,1,2,0,0,1,1,2,1,2,1,2,1
Singapore,1982,572,830,830,702,142,35,7,2,2,1,2,4,5,0,1,1,1,1,1,0,1,0,1,1,1,1
Singapore,1983,572,830,830,702,142,35,6,2,2,1,1,4,4,0,1,1,1,1,1,0,0,0,1,1,1,1
Singapore,1984,572,830,830,702,142,35,6,2,2,1,1,5,4,0,1,1,1,0,1,1,1,0,2,1,1,2
Singapore,1985,572,830,830,702,142,35,7,2,2,1,2,8,7,0,1,1,1,1,2,1,1,1,2,1,1,2
Singapore,1986,572,830,830,702,142,35,7,2,2,1,2,6,6,0,1,1,1,1,1,1,2,0,1,1,1,2
Singapore,1987,572,830,830,702,142,35,6,2,2,1,1,4,4,0,1,1,1,0,1,0,0,1,2,1,2,1
Singapore,1988,572,830,830,702,142,35,7,2,2,1,2,8,8,1,1,1,1,1,1,1,1,2,1,1,1,1
Singapore,1989,572,830,830,702,142,35,6,2,2,1,1,3,7,1,1,1,0,1,1,0,1,1,1,1,1,1
Singapore,1990,572,830,830,702,142,35,6,2,2,1,1,3,6,1,1,0,0,1,1,0,1,1,2,1,1,1
Singapore,1991,572,830,830,702,142,35,8,2,2,2,2,2,3,0,1,0,0,0,1,0,0,1,1,1,1,1
Singapore,1992,572,830,830,702,142,35,6,2,2,1,1,3,5,0,1,0,0,1,1,0,1,1,1,1,2,1
Singapore,1993,572,830,830,702,142,35,8,2,2,2,2,1,3,0,1,0,0,0,0,0,1,1,2,1,2,1
Singapore,1994,572,830,830,702,142,35,7,2,2,2,1,3,5,0,1,0,0,1,1,0,1,1,1,1,2,0
Singapore,1995,572,830,830,702,142,35,6,2,2,1,1,5,5,0,1,0,0,1,1,1,1,1,1,1,2,1
Singapore,1996,572,830,830,702,142,35,5,2,2,1,0,7,6,0,1,1,1,1,1,1,1,1,1,1,2,1
Singapore,1997,572,830,830,702,142,35,5,2,2,1,0,8,7,0,1,1,1,1,1,1,1,2,2,1,2,1
Singapore,1998,572,830,830,702,142,35,7,2,2,2,1,8,7,0,1,1,1,1,1,1,1,2,2,1,1,1
Singapore,1999,572,830,830,702,142,35,6,2,2,1,1,6,7,0,1,1,1,1,1,0,1,2,2,2,1,1
Singapore,2000,572,830,830,702,142,35,6,2,2,1,1,5,6,0,1,1,1,1,1,0,1,1,2,2,1,1
Singapore,2001,572,830,830,702,142,35,7,2,2,2,1,5,7,1,1,1,1,1,1,0,1,1,2,2,1,1
Singapore,2002,572,830,830,702,142,35,7,2,2,2,1,4,5,0,1,1,1,1,1,0,1,0,2,2,1,1
Singapore,2003,572,830,830,702,142,35,8,2,2,2,2,1,4,1,1,1,0,0,1,0,0,0,2,2,2,1
Singapore,2004,572,830,830,702,142,35,7,2,2,1,2,5,4,1,1,1,1,0,1,1,0,0,2,2,2,1
Singapore,2005,572,830,830,702,142,35,6,2,2,0,2,3,5,1,1,1,1,0,1,0,1,0,2,2,NA,2
Singapore,2006,572,830,830,702,142,35,5,2,2,0,1,6,5,1,1,1,1,0,2,1,0,0,2,2,NA,1
Singapore,2007,572,830,830,702,142,35,7,2,2,1,2,NA,6,0,1,1,NA,1,1,NA,1,1,2,2,1,0
Singapore,2008,572,830,830,702,142,35,7,2,2,1,2,NA,4,1,1,1,NA,0,0,NA,1,0,2,2,NA,0
Singapore,2009,572,830,830,702,142,35,8,2,2,2,2,NA,5,1,1,1,NA,0,1,NA,1,0,2,2,NA,0
Singapore,2010,572,830,830,702,142,35,7,2,2,1,2,NA,6,1,1,1,NA,1,1,NA,1,0,2,2,NA,0
Singapore,2011,572,830,830,702,142,35,8,2,2,2,2,NA,6,1,1,1,NA,0,1,NA,1,1,1,2,NA,1
Somalia,1981,584,520,520,706,2,14,4,2,1,0,1,1,4,0,1,1,0,0,1,0,1,0,1,2,1,0
Somalia,1982,584,520,520,706,2,14,3,2,1,0,0,0,3,0,1,1,0,0,0,0,1,0,1,2,0,0
Somalia,1983,584,520,520,706,2,14,4,2,2,0,0,0,4,0,1,2,0,0,0,0,1,0,1,2,0,0
Somalia,1984,584,520,520,706,2,14,5,2,1,1,1,1,5,0,1,2,0,0,1,0,1,0,1,1,0,0
Somalia,1985,584,520,520,706,2,14,3,2,1,0,0,0,3,0,1,2,0,0,0,0,0,0,1,1,0,1
Somalia,1986,584,520,520,706,2,14,3,2,1,0,0,2,4,0,1,1,0,1,0,0,0,1,1,1,0,1
Somalia,1987,584,520,520,706,2,14,3,2,1,0,0,1,3,0,1,1,0,0,1,0,0,0,1,1,0,0
Somalia,1988,584,520,520,706,2,14,0,0,0,0,0,2,2,0,1,1,0,0,0,1,0,0,1,1,0,0
Somalia,1989,584,520,520,706,2,14,0,0,0,0,0,4,3,0,1,2,1,0,0,1,0,0,1,1,0,0
Somalia,1990,584,520,520,706,2,14,3,2,0,0,1,5,5,0,1,2,1,0,0,1,1,1,1,1,0,0
Somalia,1991,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,1992,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,1993,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,1994,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,1995,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,1996,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,1997,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,1998,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,1999,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,2000,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,2001,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,2002,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,2003,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,2004,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
Somalia,2005,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,NA,-77
Somalia,2006,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,NA,-77
Somalia,2007,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,NA,-77,-77,NA,-77,-77,-77,-77,-77,-77
Somalia,2008,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,NA,-77,-77,NA,-77,-77,-77,-77,NA,-77
Somalia,2009,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,NA,-77,-77,NA,-77,-77,-77,-77,NA,-77
Somalia,2010,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,NA,-77,-77,NA,-77,-77,-77,-77,NA,-77
Somalia,2011,584,520,520,706,2,14,NA,-77,-77,-77,-77,NA,NA,-77,-77,-77,NA,-77,-77,NA,-77,-77,-77,-77,NA,-77
South Africa,1981,587,560,560,710,2,18,1,0,0,0,1,3,2,0,0,0,0,1,0,1,1,0,0,0,0,1
South Africa,1982,587,560,560,710,2,18,2,1,1,0,0,5,4,0,0,0,0,1,1,1,1,1,0,0,0,2
South Africa,1983,587,560,560,710,2,18,3,2,1,0,0,4,3,0,0,0,0,1,0,1,1,1,0,0,0,2
South Africa,1984,587,560,560,710,2,18,2,1,0,0,1,3,2,0,0,0,0,1,0,1,1,0,1,0,1,1
South Africa,1985,587,560,560,710,2,18,0,0,0,0,0,4,3,0,0,0,0,1,0,1,1,1,0,1,0,2
South Africa,1986,587,560,560,710,2,18,0,0,0,0,0,4,4,1,0,0,0,1,0,1,1,1,0,1,0,2
South Africa,1987,587,560,560,710,2,18,1,1,0,0,0,4,2,0,0,0,0,2,0,1,0,0,0,1,0,1
South Africa,1988,587,560,560,710,2,18,0,0,0,0,0,3,3,0,0,0,0,1,0,1,2,0,1,1,1,2
South Africa,1989,587,560,560,710,2,18,3,1,1,0,1,4,4,0,0,0,0,1,0,1,2,1,1,1,0,2
South Africa,1990,587,560,560,710,2,18,2,2,0,0,0,3,4,0,1,1,0,1,0,1,1,0,1,1,0,1
South Africa,1991,587,560,560,710,2,18,2,2,0,0,0,5,4,0,1,1,1,1,0,1,1,0,1,1,0,2
South Africa,1992,587,560,560,710,2,18,2,2,0,0,0,5,7,1,1,2,1,1,0,1,2,0,1,1,0,1
South Africa,1993,587,560,560,710,2,18,1,0,0,0,1,7,8,0,1,2,1,2,0,1,2,1,1,1,1,1
South Africa,1994,587,560,560,710,2,18,2,2,0,0,0,8,11,1,2,2,1,1,2,1,2,1,1,2,1,2
South Africa,1995,587,560,560,710,2,18,5,2,1,2,0,8,12,2,2,2,1,1,2,1,2,1,NA,NA,1,2
South Africa,1996,587,560,560,710,2,18,5,2,0,2,1,9,13,2,2,2,1,1,2,1,2,2,2,3,1,2
South Africa,1997,587,560,560,710,2,18,3,1,0,2,0,7,11,2,2,2,1,0,2,1,2,1,2,3,1,2
South Africa,1998,587,560,560,710,2,18,4,2,0,2,0,9,13,2,2,2,1,1,2,1,2,2,2,3,1,2
South Africa,1999,587,560,560,710,2,18,4,2,0,2,0,9,13,2,2,2,1,1,2,1,2,2,2,3,1,2
South Africa,2000,587,560,560,710,2,18,4,0,1,2,1,9,13,2,2,2,1,1,2,1,2,2,2,3,1,2
South Africa,2001,587,560,560,710,2,18,5,2,0,2,1,9,13,2,2,2,1,1,2,1,2,2,2,3,1,2
South Africa,2002,587,560,560,710,2,18,5,2,1,2,0,8,12,2,2,2,1,1,2,1,2,1,2,3,1,2
South Africa,2003,587,560,560,710,2,18,4,2,0,2,0,8,12,2,2,2,1,1,2,1,2,1,1,3,1,2
South Africa,2004,587,560,560,710,2,18,5,2,0,2,1,8,12,2,2,2,1,2,1,1,2,1,1,3,1,2
South Africa,2005,587,560,560,710,2,18,4,2,0,2,0,8,11,1,2,2,1,1,2,1,2,1,1,3,NA,2
South Africa,2006,587,560,560,710,2,18,4,2,0,2,0,8,11,1,2,2,1,1,2,1,2,1,1,3,NA,2
South Africa,2007,587,560,560,710,2,18,2,2,0,0,0,NA,10,1,2,2,NA,1,1,NA,2,1,1,3,1,1
South Africa,2008,587,560,560,710,2,18,2,2,0,0,0,NA,10,0,2,2,NA,2,1,NA,2,1,1,3,NA,1
South Africa,2009,587,560,560,710,2,18,2,2,0,0,0,NA,10,1,2,2,NA,1,1,NA,2,1,1,3,NA,1
South Africa,2010,587,560,560,710,2,18,2,2,0,0,0,NA,11,2,2,2,NA,1,1,NA,2,1,1,3,NA,1
South Africa,2011,587,560,560,710,2,18,4,2,0,2,0,NA,11,2,2,2,NA,1,1,NA,2,1,1,3,NA,2
Syria,1981,614,652,652,760,142,145,0,0,0,0,0,1,5,0,1,2,0,0,1,0,1,0,1,2,1,0
Syria,1982,614,652,652,760,142,145,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,1,2,1,1
Syria,1983,614,652,652,760,142,145,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2,1,1
Syria,1984,614,652,652,760,142,145,1,1,0,0,0,3,3,0,0,2,0,0,1,1,0,0,2,2,1,1
Syria,1985,614,652,652,760,142,145,1,1,0,0,0,3,3,0,0,2,0,0,0,1,0,1,1,2,1,1
Syria,1986,614,652,652,760,142,145,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,1,2,1,1
Syria,1987,614,652,652,760,142,145,1,0,1,0,0,1,4,0,0,2,0,0,1,0,1,0,1,2,1,1
Syria,1988,614,652,652,760,142,145,3,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2,1,2
Syria,1989,614,652,652,760,142,145,3,1,2,0,0,0,3,0,0,2,0,0,0,0,1,0,1,2,1,1
Syria,1990,614,652,652,760,142,145,2,1,1,0,0,1,4,0,0,2,0,0,1,0,1,0,1,2,1,1
Syria,1991,614,652,652,760,142,145,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1
Syria,1992,614,652,652,760,142,145,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1
Syria,1993,614,652,652,760,142,145,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1
Syria,1994,614,652,652,760,142,145,4,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1
Syria,1995,614,652,652,760,142,145,5,2,2,0,1,0,3,0,0,2,0,0,0,0,1,0,1,2,1,1
Syria,1996,614,652,652,760,142,145,3,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,1,2,1,1
Syria,1997,614,652,652,760,142,145,3,1,2,0,0,0,3,0,0,2,0,0,0,0,1,0,1,2,1,1
Syria,1998,614,652,652,760,142,145,3,1,2,0,0,0,2,0,0,1,0,0,0,0,1,0,1,2,1,1
Syria,1999,614,652,652,760,142,145,3,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2,1,1
Syria,2000,614,652,652,760,142,145,2,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,2,2,1,1
Syria,2001,614,652,652,760,142,145,4,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2,1,1
Syria,2002,614,652,652,760,142,145,4,2,2,0,0,0,2,0,0,1,0,0,0,0,1,0,1,2,1,1
Syria,2003,614,652,652,760,142,145,3,2,1,0,0,0,2,0,0,1,0,0,0,0,1,0,1,2,1,1
Syria,2004,614,652,652,760,142,145,3,2,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,2,0,1
Syria,2005,614,652,652,760,142,145,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,NA,1
Syria,2006,614,652,652,760,142,145,2,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,1,1,NA,0
Syria,2007,614,652,652,760,142,145,2,1,1,0,0,NA,1,0,1,0,NA,0,0,NA,0,0,0,2,0,0
Syria,2008,614,652,652,760,142,145,1,1,0,0,0,NA,1,0,1,0,NA,0,0,NA,0,0,0,2,NA,0
Syria,2009,614,652,652,760,142,145,2,1,1,0,0,NA,1,0,1,0,NA,0,0,NA,0,0,1,2,NA,0
Syria,2010,614,652,652,760,142,145,2,1,1,0,0,NA,1,0,1,0,NA,0,0,NA,0,0,1,2,NA,0
Syria,2011,614,652,652,760,142,145,0,0,0,0,0,NA,1,0,1,0,NA,0,0,NA,0,0,1,2,NA,0
